biomarker,refid,author_s,title,year,domain,domain_other,cancer_specific,diabetes_specific,outcome,outcome_specific,biomarker_specific2,biomarker_specific,behavior,collection,frequency,communication,doi,pmid,ur_ls
Anthropometry,7443,"Gabriele, J. M., Carpenter, B. D., Tate, D. F., Fisher, E. B.",Directive and nondirective e-coach support for weight loss in overweight adults,2011,Overweight/Obesity,NA,NA,NA,Weight,NA,Weight/BMI,Weight/BMI,Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s12160-010-9240-2,21108032,NA
Anthropometry,7443,"Gabriele, J. M., Carpenter, B. D., Tate, D. F., Fisher, E. B.",Directive and nondirective e-coach support for weight loss in overweight adults,2011,Overweight/Obesity,NA,NA,NA,Weight,NA,Weight/BMI,Weight/BMI,Stress management,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s12160-010-9240-2,21108032,NA
Blood pressure,7474,"Gaillard, T., Amponsah, G., Osei, K.",Patient-Centered Community Diabetes Education Program Improves Glycemic Control in African-American Patients with Poorly Controlled Type 2 Diabetes: Importance of Point of Care Metabolic Measurements,2015,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,HbA1c,Lipids,Weight/BMI","Blood pressure,HbA1c,Lipids,Weight/BMI",Diet,Other collection types,More than once,Real-time,NA,26371360,NA
Blood pressure,7474,"Gaillard, T., Amponsah, G., Osei, K.",Patient-Centered Community Diabetes Education Program Improves Glycemic Control in African-American Patients with Poorly Controlled Type 2 Diabetes: Importance of Point of Care Metabolic Measurements,2015,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,HbA1c,Lipids,Weight/BMI","Blood pressure,HbA1c,Lipids,Weight/BMI",Physical activity,Other collection types,More than once,Real-time,NA,26371360,NA
HbA1c,7474,"Gaillard, T., Amponsah, G., Osei, K.",Patient-Centered Community Diabetes Education Program Improves Glycemic Control in African-American Patients with Poorly Controlled Type 2 Diabetes: Importance of Point of Care Metabolic Measurements,2015,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,HbA1c,Lipids,Weight/BMI","Blood pressure,HbA1c,Lipids,Weight/BMI",Diet,Other collection types,More than once,Real-time,NA,26371360,NA
HbA1c,7474,"Gaillard, T., Amponsah, G., Osei, K.",Patient-Centered Community Diabetes Education Program Improves Glycemic Control in African-American Patients with Poorly Controlled Type 2 Diabetes: Importance of Point of Care Metabolic Measurements,2015,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,HbA1c,Lipids,Weight/BMI","Blood pressure,HbA1c,Lipids,Weight/BMI",Physical activity,Other collection types,More than once,Real-time,NA,26371360,NA
Lipids,7474,"Gaillard, T., Amponsah, G., Osei, K.",Patient-Centered Community Diabetes Education Program Improves Glycemic Control in African-American Patients with Poorly Controlled Type 2 Diabetes: Importance of Point of Care Metabolic Measurements,2015,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,HbA1c,Lipids,Weight/BMI","Blood pressure,HbA1c,Lipids,Weight/BMI",Diet,Other collection types,More than once,Real-time,NA,26371360,NA
Lipids,7474,"Gaillard, T., Amponsah, G., Osei, K.",Patient-Centered Community Diabetes Education Program Improves Glycemic Control in African-American Patients with Poorly Controlled Type 2 Diabetes: Importance of Point of Care Metabolic Measurements,2015,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,HbA1c,Lipids,Weight/BMI","Blood pressure,HbA1c,Lipids,Weight/BMI",Physical activity,Other collection types,More than once,Real-time,NA,26371360,NA
Anthropometry,7474,"Gaillard, T., Amponsah, G., Osei, K.",Patient-Centered Community Diabetes Education Program Improves Glycemic Control in African-American Patients with Poorly Controlled Type 2 Diabetes: Importance of Point of Care Metabolic Measurements,2015,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,HbA1c,Lipids,Weight/BMI","Blood pressure,HbA1c,Lipids,Weight/BMI",Diet,Other collection types,More than once,Real-time,NA,26371360,NA
Anthropometry,7474,"Gaillard, T., Amponsah, G., Osei, K.",Patient-Centered Community Diabetes Education Program Improves Glycemic Control in African-American Patients with Poorly Controlled Type 2 Diabetes: Importance of Point of Care Metabolic Measurements,2015,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,HbA1c,Lipids,Weight/BMI","Blood pressure,HbA1c,Lipids,Weight/BMI",Physical activity,Other collection types,More than once,Real-time,NA,26371360,NA
Alcohol intake,7478,"Gajecki, M., Berman, A. H., Sinadinovic, K., Rosendahl, I., Andersson, C.",Mobile phone brief intervention applications for risky alcohol use among university students: a randomized controlled study,2014,Substance use,NA,NA,NA,Substance use,NA,Alcohol intake biomarkers,Alcohol intake biomarkers,Alcohol reduction,Self,More than once,One-way,https://dx.doi.org/10.1186/1940-0640-9-11,24985342,NA
Blood pressure,7527,"Gamage, D. G., Riddell, M. A., Joshi, R., Thankappan, K. R., Chow, C. K., Oldenburg, B., Evans, R. G., Mahal, A. S., Kalyanram, K., Kartik, K., Suresh, O., Thomas, N., Mini, G. K., Maulik, P. K., Srikanth, V. K., Arabshahi, S., Varma, R. P., Guggilla, R. K., D'Esposito, F., Sathish, T., Alim, M., Thrift, A. G.","Effectiveness of a scalable group-based education and monitoring program, delivered by health workers, to improve control of hypertension in rural India: A cluster randomised controlled trial",2020,CVD,NA,NA,NA,CVD management,Blood pressure,"Blood pressure,Weight/BMI","Blood pressure,Weight/BMI",Diet,Other collection types,More than once,Real-time,https://dx.doi.org/10.1371/journal.pmed.1002997,31895945,NA
Blood pressure,7527,"Gamage, D. G., Riddell, M. A., Joshi, R., Thankappan, K. R., Chow, C. K., Oldenburg, B., Evans, R. G., Mahal, A. S., Kalyanram, K., Kartik, K., Suresh, O., Thomas, N., Mini, G. K., Maulik, P. K., Srikanth, V. K., Arabshahi, S., Varma, R. P., Guggilla, R. K., D'Esposito, F., Sathish, T., Alim, M., Thrift, A. G.","Effectiveness of a scalable group-based education and monitoring program, delivered by health workers, to improve control of hypertension in rural India: A cluster randomised controlled trial",2020,CVD,NA,NA,NA,CVD management,Blood pressure,"Blood pressure,Weight/BMI","Blood pressure,Weight/BMI",Treatment adherence,Other collection types,More than once,Real-time,https://dx.doi.org/10.1371/journal.pmed.1002997,31895945,NA
Blood pressure,7527,"Gamage, D. G., Riddell, M. A., Joshi, R., Thankappan, K. R., Chow, C. K., Oldenburg, B., Evans, R. G., Mahal, A. S., Kalyanram, K., Kartik, K., Suresh, O., Thomas, N., Mini, G. K., Maulik, P. K., Srikanth, V. K., Arabshahi, S., Varma, R. P., Guggilla, R. K., D'Esposito, F., Sathish, T., Alim, M., Thrift, A. G.","Effectiveness of a scalable group-based education and monitoring program, delivered by health workers, to improve control of hypertension in rural India: A cluster randomised controlled trial",2020,CVD,NA,NA,NA,CVD management,Blood pressure,"Blood pressure,Weight/BMI","Blood pressure,Weight/BMI",Physical activity,Other collection types,More than once,Real-time,https://dx.doi.org/10.1371/journal.pmed.1002997,31895945,NA
Anthropometry,7527,"Gamage, D. G., Riddell, M. A., Joshi, R., Thankappan, K. R., Chow, C. K., Oldenburg, B., Evans, R. G., Mahal, A. S., Kalyanram, K., Kartik, K., Suresh, O., Thomas, N., Mini, G. K., Maulik, P. K., Srikanth, V. K., Arabshahi, S., Varma, R. P., Guggilla, R. K., D'Esposito, F., Sathish, T., Alim, M., Thrift, A. G.","Effectiveness of a scalable group-based education and monitoring program, delivered by health workers, to improve control of hypertension in rural India: A cluster randomised controlled trial",2020,CVD,NA,NA,NA,CVD management,Blood pressure,"Blood pressure,Weight/BMI","Blood pressure,Weight/BMI",Diet,Other collection types,More than once,Real-time,https://dx.doi.org/10.1371/journal.pmed.1002997,31895945,NA
Anthropometry,7527,"Gamage, D. G., Riddell, M. A., Joshi, R., Thankappan, K. R., Chow, C. K., Oldenburg, B., Evans, R. G., Mahal, A. S., Kalyanram, K., Kartik, K., Suresh, O., Thomas, N., Mini, G. K., Maulik, P. K., Srikanth, V. K., Arabshahi, S., Varma, R. P., Guggilla, R. K., D'Esposito, F., Sathish, T., Alim, M., Thrift, A. G.","Effectiveness of a scalable group-based education and monitoring program, delivered by health workers, to improve control of hypertension in rural India: A cluster randomised controlled trial",2020,CVD,NA,NA,NA,CVD management,Blood pressure,"Blood pressure,Weight/BMI","Blood pressure,Weight/BMI",Treatment adherence,Other collection types,More than once,Real-time,https://dx.doi.org/10.1371/journal.pmed.1002997,31895945,NA
Anthropometry,7527,"Gamage, D. G., Riddell, M. A., Joshi, R., Thankappan, K. R., Chow, C. K., Oldenburg, B., Evans, R. G., Mahal, A. S., Kalyanram, K., Kartik, K., Suresh, O., Thomas, N., Mini, G. K., Maulik, P. K., Srikanth, V. K., Arabshahi, S., Varma, R. P., Guggilla, R. K., D'Esposito, F., Sathish, T., Alim, M., Thrift, A. G.","Effectiveness of a scalable group-based education and monitoring program, delivered by health workers, to improve control of hypertension in rural India: A cluster randomised controlled trial",2020,CVD,NA,NA,NA,CVD management,Blood pressure,"Blood pressure,Weight/BMI","Blood pressure,Weight/BMI",Physical activity,Other collection types,More than once,Real-time,https://dx.doi.org/10.1371/journal.pmed.1002997,31895945,NA
Glucose,7555,"Garcia, A. A., Brown, S. A., Horner, S. D., Zuniga, J., Arheart, K. L.",Home-based diabetes symptom self-management education for Mexican Americans with type 2 diabetes,2015,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,Glucose,Glucose,Diet,Self,More than once,Device/Real-time,https://dx.doi.org/10.1093/her/cyv018,25953971,NA
Glucose,7555,"Garcia, A. A., Brown, S. A., Horner, S. D., Zuniga, J., Arheart, K. L.",Home-based diabetes symptom self-management education for Mexican Americans with type 2 diabetes,2015,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,Glucose,Glucose,Physical activity,Self,More than once,Device/Real-time,https://dx.doi.org/10.1093/her/cyv018,25953971,NA
Glucose,7555,"Garcia, A. A., Brown, S. A., Horner, S. D., Zuniga, J., Arheart, K. L.",Home-based diabetes symptom self-management education for Mexican Americans with type 2 diabetes,2015,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,Glucose,Glucose,Stress management,Self,More than once,Device/Real-time,https://dx.doi.org/10.1093/her/cyv018,25953971,NA
Glucose,7560,"Garcia de la Torre, N., Duran, A., Del Valle, L., Fuentes, M., Barca, I., Martin, P., Montanez, C., Perez-Ferre, N., Abad, R., Sanz, F., Galindo, M., Rubio, M. A., Calle-Pascual, A. L.","Early management of type 2 diabetes based on a SMBG strategy: the way to diabetes regression--the St Carlos study : a 3-year, prospective, randomized, clinic-based, interventional study with parallel groups",2013,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Glucose,Heart rate","Glucose,Heart rate",Diet,Self,More than once,Device/Real-time,https://dx.doi.org/10.1007/s00592-013-0467-9,23532298,NA
Glucose,7560,"Garcia de la Torre, N., Duran, A., Del Valle, L., Fuentes, M., Barca, I., Martin, P., Montanez, C., Perez-Ferre, N., Abad, R., Sanz, F., Galindo, M., Rubio, M. A., Calle-Pascual, A. L.","Early management of type 2 diabetes based on a SMBG strategy: the way to diabetes regression--the St Carlos study : a 3-year, prospective, randomized, clinic-based, interventional study with parallel groups",2013,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Glucose,Heart rate","Glucose,Heart rate",Physical activity,Self,More than once,Device/Real-time,https://dx.doi.org/10.1007/s00592-013-0467-9,23532298,NA
Heart rate,7560,"Garcia de la Torre, N., Duran, A., Del Valle, L., Fuentes, M., Barca, I., Martin, P., Montanez, C., Perez-Ferre, N., Abad, R., Sanz, F., Galindo, M., Rubio, M. A., Calle-Pascual, A. L.","Early management of type 2 diabetes based on a SMBG strategy: the way to diabetes regression--the St Carlos study : a 3-year, prospective, randomized, clinic-based, interventional study with parallel groups",2013,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Glucose,Heart rate","Glucose,Heart rate",Diet,Self,More than once,Device/Real-time,https://dx.doi.org/10.1007/s00592-013-0467-9,23532298,NA
Heart rate,7560,"Garcia de la Torre, N., Duran, A., Del Valle, L., Fuentes, M., Barca, I., Martin, P., Montanez, C., Perez-Ferre, N., Abad, R., Sanz, F., Galindo, M., Rubio, M. A., Calle-Pascual, A. L.","Early management of type 2 diabetes based on a SMBG strategy: the way to diabetes regression--the St Carlos study : a 3-year, prospective, randomized, clinic-based, interventional study with parallel groups",2013,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Glucose,Heart rate","Glucose,Heart rate",Physical activity,Self,More than once,Device/Real-time,https://dx.doi.org/10.1007/s00592-013-0467-9,23532298,NA
Bone mass/density,7575,"Garcia-Hernandez, P., Carranza-Lira, S., Motta-Martinez, E.","[Monthly ibandronate attachment to Mexican and Chilean women with osteoporosis, with or without a biofeedback strategy]",2010,Osteoporosis,NA,NA,NA,Bone health,NA,Bone mass/density,Bone mass/density,Treatment adherence,Other collection types,Once,Real-time,NA,20939245,NA
Blood pressure,7717,"Gemson, D. H., Sloan, R. P.",Efficacy of computerized health risk appraisal as part of a periodic health examination at the worksite,1995,Health promotion,NA,NA,NA,Health risk,NA,"Blood pressure,Glucose,Lipids,Weight/BMI","Blood pressure,Glucose,Lipids,Weight/BMI",None,Other collection types,Once,One-way/Real-time,10.4278/0890-1171-9.6.462,10150537,NA
Glucose,7717,"Gemson, D. H., Sloan, R. P.",Efficacy of computerized health risk appraisal as part of a periodic health examination at the worksite,1995,Health promotion,NA,NA,NA,Health risk,NA,"Blood pressure,Glucose,Lipids,Weight/BMI","Blood pressure,Glucose,Lipids,Weight/BMI",None,Other collection types,Once,One-way/Real-time,10.4278/0890-1171-9.6.462,10150537,NA
Lipids,7717,"Gemson, D. H., Sloan, R. P.",Efficacy of computerized health risk appraisal as part of a periodic health examination at the worksite,1995,Health promotion,NA,NA,NA,Health risk,NA,"Blood pressure,Glucose,Lipids,Weight/BMI","Blood pressure,Glucose,Lipids,Weight/BMI",None,Other collection types,Once,One-way/Real-time,10.4278/0890-1171-9.6.462,10150537,NA
Anthropometry,7717,"Gemson, D. H., Sloan, R. P.",Efficacy of computerized health risk appraisal as part of a periodic health examination at the worksite,1995,Health promotion,NA,NA,NA,Health risk,NA,"Blood pressure,Glucose,Lipids,Weight/BMI","Blood pressure,Glucose,Lipids,Weight/BMI",None,Other collection types,Once,One-way/Real-time,10.4278/0890-1171-9.6.462,10150537,NA
Blood pressure,7850,"Gidlow, C. J., Ellis, N. J., Riley, V., Chadborn, T., Bunten, A., Iqbal, Z., Ahmed, A., Fisher, A., Sugden, D., Clark-Carter, D.","Randomised controlled trial comparing uptake of NHS Health Check in response to standard letters, risk-personalised letters and telephone invitations",2019,CVD,NA,NA,NA,CVD management,Overall CVD management,"Blood pressure,Lipids","Blood pressure,Lipids",Medical consult,Other collection types,Once,One-way,https://dx.doi.org/10.1186/s12889-019-6540-8,30791884,NA
Lipids,7850,"Gidlow, C. J., Ellis, N. J., Riley, V., Chadborn, T., Bunten, A., Iqbal, Z., Ahmed, A., Fisher, A., Sugden, D., Clark-Carter, D.","Randomised controlled trial comparing uptake of NHS Health Check in response to standard letters, risk-personalised letters and telephone invitations",2019,CVD,NA,NA,NA,CVD management,Overall CVD management,"Blood pressure,Lipids","Blood pressure,Lipids",Medical consult,Other collection types,Once,One-way,https://dx.doi.org/10.1186/s12889-019-6540-8,30791884,NA
Blood pressure,7920,"Gimbel, R. W., Rennert, L. M., Crawford, P., Little, J. R., Truong, K., Williams, J. E., Griffin, S. F., Shi, L., Chen, L., Zhang, L., Moss, J. B., Marshall, R. C., Edwards, K. W., Crawford, K. J., Hing, M., Schmeltz, A., Lumsden, B., Ashby, M., Haas, E., Palazzo, K.",Enhancing Patient Activation and Self-Management Activities in Patients With Type 2 Diabetes Using the US Department of Defense Mobile Health Care Environment: Feasibility Study,2020,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,Glucose,Weight/BMI","Blood pressure,Glucose,Weight/BMI",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.2196/17968,32329438,NA
Blood pressure,7920,"Gimbel, R. W., Rennert, L. M., Crawford, P., Little, J. R., Truong, K., Williams, J. E., Griffin, S. F., Shi, L., Chen, L., Zhang, L., Moss, J. B., Marshall, R. C., Edwards, K. W., Crawford, K. J., Hing, M., Schmeltz, A., Lumsden, B., Ashby, M., Haas, E., Palazzo, K.",Enhancing Patient Activation and Self-Management Activities in Patients With Type 2 Diabetes Using the US Department of Defense Mobile Health Care Environment: Feasibility Study,2020,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,Glucose,Weight/BMI","Blood pressure,Glucose,Weight/BMI",Treatment adherence,Self,More than once,Device/One-way,https://dx.doi.org/10.2196/17968,32329438,NA
Blood pressure,7920,"Gimbel, R. W., Rennert, L. M., Crawford, P., Little, J. R., Truong, K., Williams, J. E., Griffin, S. F., Shi, L., Chen, L., Zhang, L., Moss, J. B., Marshall, R. C., Edwards, K. W., Crawford, K. J., Hing, M., Schmeltz, A., Lumsden, B., Ashby, M., Haas, E., Palazzo, K.",Enhancing Patient Activation and Self-Management Activities in Patients With Type 2 Diabetes Using the US Department of Defense Mobile Health Care Environment: Feasibility Study,2020,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,Glucose,Weight/BMI","Blood pressure,Glucose,Weight/BMI",Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.2196/17968,32329438,NA
Blood pressure,7920,"Gimbel, R. W., Rennert, L. M., Crawford, P., Little, J. R., Truong, K., Williams, J. E., Griffin, S. F., Shi, L., Chen, L., Zhang, L., Moss, J. B., Marshall, R. C., Edwards, K. W., Crawford, K. J., Hing, M., Schmeltz, A., Lumsden, B., Ashby, M., Haas, E., Palazzo, K.",Enhancing Patient Activation and Self-Management Activities in Patients With Type 2 Diabetes Using the US Department of Defense Mobile Health Care Environment: Feasibility Study,2020,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,Glucose,Weight/BMI","Blood pressure,Glucose,Weight/BMI",Smoking reduction,Self,More than once,Device/One-way,https://dx.doi.org/10.2196/17968,32329438,NA
Glucose,7920,"Gimbel, R. W., Rennert, L. M., Crawford, P., Little, J. R., Truong, K., Williams, J. E., Griffin, S. F., Shi, L., Chen, L., Zhang, L., Moss, J. B., Marshall, R. C., Edwards, K. W., Crawford, K. J., Hing, M., Schmeltz, A., Lumsden, B., Ashby, M., Haas, E., Palazzo, K.",Enhancing Patient Activation and Self-Management Activities in Patients With Type 2 Diabetes Using the US Department of Defense Mobile Health Care Environment: Feasibility Study,2020,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,Glucose,Weight/BMI","Blood pressure,Glucose,Weight/BMI",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.2196/17968,32329438,NA
Glucose,7920,"Gimbel, R. W., Rennert, L. M., Crawford, P., Little, J. R., Truong, K., Williams, J. E., Griffin, S. F., Shi, L., Chen, L., Zhang, L., Moss, J. B., Marshall, R. C., Edwards, K. W., Crawford, K. J., Hing, M., Schmeltz, A., Lumsden, B., Ashby, M., Haas, E., Palazzo, K.",Enhancing Patient Activation and Self-Management Activities in Patients With Type 2 Diabetes Using the US Department of Defense Mobile Health Care Environment: Feasibility Study,2020,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,Glucose,Weight/BMI","Blood pressure,Glucose,Weight/BMI",Treatment adherence,Self,More than once,Device/One-way,https://dx.doi.org/10.2196/17968,32329438,NA
Glucose,7920,"Gimbel, R. W., Rennert, L. M., Crawford, P., Little, J. R., Truong, K., Williams, J. E., Griffin, S. F., Shi, L., Chen, L., Zhang, L., Moss, J. B., Marshall, R. C., Edwards, K. W., Crawford, K. J., Hing, M., Schmeltz, A., Lumsden, B., Ashby, M., Haas, E., Palazzo, K.",Enhancing Patient Activation and Self-Management Activities in Patients With Type 2 Diabetes Using the US Department of Defense Mobile Health Care Environment: Feasibility Study,2020,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,Glucose,Weight/BMI","Blood pressure,Glucose,Weight/BMI",Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.2196/17968,32329438,NA
Glucose,7920,"Gimbel, R. W., Rennert, L. M., Crawford, P., Little, J. R., Truong, K., Williams, J. E., Griffin, S. F., Shi, L., Chen, L., Zhang, L., Moss, J. B., Marshall, R. C., Edwards, K. W., Crawford, K. J., Hing, M., Schmeltz, A., Lumsden, B., Ashby, M., Haas, E., Palazzo, K.",Enhancing Patient Activation and Self-Management Activities in Patients With Type 2 Diabetes Using the US Department of Defense Mobile Health Care Environment: Feasibility Study,2020,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,Glucose,Weight/BMI","Blood pressure,Glucose,Weight/BMI",Smoking reduction,Self,More than once,Device/One-way,https://dx.doi.org/10.2196/17968,32329438,NA
Anthropometry,7920,"Gimbel, R. W., Rennert, L. M., Crawford, P., Little, J. R., Truong, K., Williams, J. E., Griffin, S. F., Shi, L., Chen, L., Zhang, L., Moss, J. B., Marshall, R. C., Edwards, K. W., Crawford, K. J., Hing, M., Schmeltz, A., Lumsden, B., Ashby, M., Haas, E., Palazzo, K.",Enhancing Patient Activation and Self-Management Activities in Patients With Type 2 Diabetes Using the US Department of Defense Mobile Health Care Environment: Feasibility Study,2020,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,Glucose,Weight/BMI","Blood pressure,Glucose,Weight/BMI",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.2196/17968,32329438,NA
Anthropometry,7920,"Gimbel, R. W., Rennert, L. M., Crawford, P., Little, J. R., Truong, K., Williams, J. E., Griffin, S. F., Shi, L., Chen, L., Zhang, L., Moss, J. B., Marshall, R. C., Edwards, K. W., Crawford, K. J., Hing, M., Schmeltz, A., Lumsden, B., Ashby, M., Haas, E., Palazzo, K.",Enhancing Patient Activation and Self-Management Activities in Patients With Type 2 Diabetes Using the US Department of Defense Mobile Health Care Environment: Feasibility Study,2020,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,Glucose,Weight/BMI","Blood pressure,Glucose,Weight/BMI",Treatment adherence,Self,More than once,Device/One-way,https://dx.doi.org/10.2196/17968,32329438,NA
Anthropometry,7920,"Gimbel, R. W., Rennert, L. M., Crawford, P., Little, J. R., Truong, K., Williams, J. E., Griffin, S. F., Shi, L., Chen, L., Zhang, L., Moss, J. B., Marshall, R. C., Edwards, K. W., Crawford, K. J., Hing, M., Schmeltz, A., Lumsden, B., Ashby, M., Haas, E., Palazzo, K.",Enhancing Patient Activation and Self-Management Activities in Patients With Type 2 Diabetes Using the US Department of Defense Mobile Health Care Environment: Feasibility Study,2020,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,Glucose,Weight/BMI","Blood pressure,Glucose,Weight/BMI",Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.2196/17968,32329438,NA
Anthropometry,7920,"Gimbel, R. W., Rennert, L. M., Crawford, P., Little, J. R., Truong, K., Williams, J. E., Griffin, S. F., Shi, L., Chen, L., Zhang, L., Moss, J. B., Marshall, R. C., Edwards, K. W., Crawford, K. J., Hing, M., Schmeltz, A., Lumsden, B., Ashby, M., Haas, E., Palazzo, K.",Enhancing Patient Activation and Self-Management Activities in Patients With Type 2 Diabetes Using the US Department of Defense Mobile Health Care Environment: Feasibility Study,2020,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,Glucose,Weight/BMI","Blood pressure,Glucose,Weight/BMI",Smoking reduction,Self,More than once,Device/One-way,https://dx.doi.org/10.2196/17968,32329438,NA
Genetics,7969,"Glanz, K., Volpicelli, K., Kanetsky, P. A., Ming, M. E., Schuchter, L. M., Jepson, C., Domchek, S. M., Armstrong, K.","Melanoma genetic testing, counseling, and adherence to skin cancer prevention and detection behaviors",2013,Cancer,NA,At risk,NA,UV exposure,NA,Genetics,Genetics,Skin self-exam,Other collection types,Once,Real-time,https://dx.doi.org/10.1158/1055-9965.EPI-12-1174,23392000,NA
Genetics,7969,"Glanz, K., Volpicelli, K., Kanetsky, P. A., Ming, M. E., Schuchter, L. M., Jepson, C., Domchek, S. M., Armstrong, K.","Melanoma genetic testing, counseling, and adherence to skin cancer prevention and detection behaviors",2013,Cancer,NA,At risk,NA,UV exposure,NA,Genetics,Genetics,Sun protection,Other collection types,Once,Real-time,https://dx.doi.org/10.1158/1055-9965.EPI-12-1174,23392000,NA
Blood pressure,7975,"Glasgow, R. E., Kurz, D., King, D., Dickman, J. M., Faber, A. J., Halterman, E., Woolley, T., Toobert, D. J., Strycker, L. A., Estabrooks, P. A., Osuna, D., Ritzwoller, D.",Twelve-month outcomes of an Internet-based diabetes self-management support program,2012,Diabetes,NA,NA,Type 2 diabetes,Behavior,NA,"Blood pressure,HbA1c,Lipids","Blood pressure,HbA1c,Lipids",Diet,Other collection types,Once,One-way,https://dx.doi.org/10.1016/j.pec.2011.07.024,21924576,NA
Blood pressure,7975,"Glasgow, R. E., Kurz, D., King, D., Dickman, J. M., Faber, A. J., Halterman, E., Woolley, T., Toobert, D. J., Strycker, L. A., Estabrooks, P. A., Osuna, D., Ritzwoller, D.",Twelve-month outcomes of an Internet-based diabetes self-management support program,2012,Diabetes,NA,NA,Type 2 diabetes,Behavior,NA,"Blood pressure,HbA1c,Lipids","Blood pressure,HbA1c,Lipids",Treatment adherence,Other collection types,Once,One-way,https://dx.doi.org/10.1016/j.pec.2011.07.024,21924576,NA
Blood pressure,7975,"Glasgow, R. E., Kurz, D., King, D., Dickman, J. M., Faber, A. J., Halterman, E., Woolley, T., Toobert, D. J., Strycker, L. A., Estabrooks, P. A., Osuna, D., Ritzwoller, D.",Twelve-month outcomes of an Internet-based diabetes self-management support program,2012,Diabetes,NA,NA,Type 2 diabetes,Behavior,NA,"Blood pressure,HbA1c,Lipids","Blood pressure,HbA1c,Lipids",Physical activity,Other collection types,Once,One-way,https://dx.doi.org/10.1016/j.pec.2011.07.024,21924576,NA
HbA1c,7975,"Glasgow, R. E., Kurz, D., King, D., Dickman, J. M., Faber, A. J., Halterman, E., Woolley, T., Toobert, D. J., Strycker, L. A., Estabrooks, P. A., Osuna, D., Ritzwoller, D.",Twelve-month outcomes of an Internet-based diabetes self-management support program,2012,Diabetes,NA,NA,Type 2 diabetes,Behavior,NA,"Blood pressure,HbA1c,Lipids","Blood pressure,HbA1c,Lipids",Diet,Other collection types,Once,One-way,https://dx.doi.org/10.1016/j.pec.2011.07.024,21924576,NA
HbA1c,7975,"Glasgow, R. E., Kurz, D., King, D., Dickman, J. M., Faber, A. J., Halterman, E., Woolley, T., Toobert, D. J., Strycker, L. A., Estabrooks, P. A., Osuna, D., Ritzwoller, D.",Twelve-month outcomes of an Internet-based diabetes self-management support program,2012,Diabetes,NA,NA,Type 2 diabetes,Behavior,NA,"Blood pressure,HbA1c,Lipids","Blood pressure,HbA1c,Lipids",Treatment adherence,Other collection types,Once,One-way,https://dx.doi.org/10.1016/j.pec.2011.07.024,21924576,NA
HbA1c,7975,"Glasgow, R. E., Kurz, D., King, D., Dickman, J. M., Faber, A. J., Halterman, E., Woolley, T., Toobert, D. J., Strycker, L. A., Estabrooks, P. A., Osuna, D., Ritzwoller, D.",Twelve-month outcomes of an Internet-based diabetes self-management support program,2012,Diabetes,NA,NA,Type 2 diabetes,Behavior,NA,"Blood pressure,HbA1c,Lipids","Blood pressure,HbA1c,Lipids",Physical activity,Other collection types,Once,One-way,https://dx.doi.org/10.1016/j.pec.2011.07.024,21924576,NA
